author,dates,title,views
ㅇㅇ,2022-01-14 13:00:47,나스닥 11월 고점부터 3달가까이 조정장이다,102
ㅇㅇ,2022-01-14 13:00:36,아가리쩌억충이 많으면 좋은이유,92
차이나남바완,2022-01-14 13:00:31,항생테크 개같이 부활~~~~~~~~,50
OxychuBot,2022-01-14 13:00:22,현재 공포지수 51 / Neutral,18
ㅇㅇ,2022-01-14 14:49:56,글리젠 확실히 줄었다,75
ㅇㅇ1,2022-01-14 14:49:49,셀트 씹스캠,23
ㅇㅇ,2022-01-14 14:49:45,기술적으론 오늘도 떡락이네,28
ㅇㅇ,2022-01-14 14:48:45,형이 니들 불쌍해서 하나 알려준다. 팔지마라.,74
ㅇㅇ,2022-01-14 14:48:42,대충 기억나는 개잡주 리스트,132
차트쌉고수,2022-01-14 14:48:26,ㅋㅋ 씨웹 오늘 11.5정도 마감 하겠노,24
ㅇㅇ,2022-01-14 14:48:18,"현금채굴 힘들다,,",84
ㅇㅇ,2022-01-14 14:47:50,쏙솔 올해 100가능하냐,42
ㅇㅇ,2022-01-14 14:47:49,님들 해외주식양도소득세는 종합소득세와별개인가요 ?,36
강현수차장,2022-01-14 14:35:44,어제 분명히 +7%였는데 아침에 일어나니 왜 마이너스,85
ㅇㅇ,2022-01-14 14:35:41,농담 아니고 미장 200선 뚫는 이유.txt,65
ddd,2022-01-14 14:35:24,주식의 세계와 역사는 항상 반복임,106
ㅇㅇ,2022-01-14 14:35:01,연어에 10억 넣었다 10분에 토막났다,126
ㅇㅇ,2022-01-14 14:34:46,연어 모르는 애들 꽤많네 ㅋㅋ미주갤에서 존나 핫했는데,125
ㅇㅇ,2022-01-14 14:34:35,고점대비 하락률 ㄷㄷㄷ,79
dd,2022-01-14 14:34:21,QLD는 편안하다,36
RΛΖΞR,2022-01-14 14:34:10,나 어제 펑구로 개처맞았어,41
ㅇㅇ,2022-01-14 14:34:03,soxx 10년장투 유효하냐??,11
ㅇㅇ,2022-01-14 13:16:58,풋쟁이 11월에 엄청 많앗는데,41
ㅇㅇ,2022-01-14 13:15:21,낸시 vs 브레이너드   둘 중에 누구랑 하고싶냐?,218
ㅇㅇ,2022-01-14 13:15:18,브레이너드는 연준의장 안되서 꼬장부르는거,37
ㅇㅇ,2022-01-14 13:15:15,이 주식은 뭐하는 주식이냐?,160
나는아름답다,2022-01-14 13:15:06,메이웨더 실화냐 ,127
E.D.hacker,2022-01-14 13:15:04,니들 현금자산 매년 20퍼씩 불려주는 대신 주식 평생 금지면,148
ㅇㅇ,2022-01-14 13:14:58,나스닥 차트에 줄그어봣자,72
ㅇㅇ,2022-01-14 13:14:36,어제 그 늙은틀딱년떔에 하루 천단위손실봄,86
ㅇㅇ,2022-01-14 13:14:30,스큐 15000에서 샀다 14000 본다,47
ㅇㅇ,2022-01-14 13:14:26,딱히 오를 이유가 없지않냐,29
ㅇㅇ,2022-01-14 13:13:48,존ㄴ ㅏ춥다 씨발!!!!!!!!!,21
SAIF,2022-01-14 13:29:13,오늘도 줌줍간다 마3 시원하게 함 찍자!,16
ㅇㅇ,2022-01-14 13:29:09,올해 ipo는 다 조진 거 같다 쳐다보지 마라 ㅋㅋ,64
나는아름답다,2022-01-14 13:28:58,mRNA 근황 ,114
ㅇㅇ,2022-01-14 13:28:25,솔직히 주식장 돌아가는 눈치만 있으면 풀대출 해서,146
노무횬,2022-01-14 13:27:13,주말에 초대형 악재 터진다,73
3X_Leveraged,2022-01-14 13:27:03,어제 속쓸이 +7% 갔었다는게 사실이야?,240
델리알리,2022-01-14 13:26:58,노동소득 나보다 많은사람?,146
ㅇㅇ,2022-01-14 13:26:42,이제 속쓰 드가도 되냐??,20
ㅇㅇ,2022-01-14 13:26:23,올해 전략 팁,35
난준이,2022-01-14 12:41:04,로블97층 -18퍼다,69
ㅇㅇ,2022-01-14 12:40:51,어제 soxl 500에 익절 했다가 절반 다시 탔는데,56
ㅇㅇ,2022-01-14 12:40:36,다들 지금 계좌 40% 이상 수익 아님??,70
ㅇㅇ,2022-01-14 12:39:28,Fed가 답을 말해주는데 대체 뭐하냐 니네?,130
ㅇㅇ,2022-01-14 12:37:49,가끔 나는 생각함. 이거 혹시 트루먼쇼가아닐까,137
ㅇㅇ,2022-01-14 12:37:46,키움 실투 평균 -14% ㅋㅋ,109
ㅇㅇ,2022-01-14 12:37:45,오늘 만약 추매 할려면,71
ㅇㅇ,2022-01-14 12:37:36,롱충이에 대한 조롱 멈춰~!! 난 추매했는데?!ㅋㅋㅋ,58
ㅇㅇ,2022-01-14 12:37:05,난 이미 마통 전액 SQQQ에 박았다,193
ㅇㅇ,2022-01-14 12:37:05,롱충이들은 올라갈때는 대출하고 ㅋㅋㅋ내려갈때는 못함,54
ㅇㅇ,2022-01-14 12:55:10,나스닥 25퍼 조정이면 티큐는 75퍼 조정받냐???,136
ㅇㅇ,2022-01-14 12:54:54,요즘 국장 미장 다 끝물이라서,69
ㅇㅇ,2022-01-14 12:54:53,진짜 매력적이네,163
ㅇㅇ,2022-01-14 12:54:38,나스닥 12000에 애과뤼 쭈웍~~~~~~~~~~~,23
_썰물,2022-01-14 12:54:31,정유랑 나스닥을 둘다 들어보셈,104
ㅇㅇ,2022-01-14 12:54:22,미국주식은 개인 거래 안되냐??,22
차이나남바완,2022-01-14 12:54:13,씨웹 때문에 물만 먹어도 토하는중이다,114
ㅇㅇ,2022-01-14 12:53:35,슨피 10퍼조정 나스닥 25퍼조정은 월가컨센,84
전업투자충,2022-01-14 12:53:15,오늘같은날은 정유주 사는기다,55
ㅇㅇ,2022-01-14 12:53:15,마소를 손절한다고?,48
ㅇㅇ,2022-01-14 13:44:23,미개봉 티큐 팔아요,48
ㅇㅇ,2022-01-14 13:44:03,월평균 배당 1000달러정도 달성,297
코로나전사,2022-01-14 13:43:57,코로나전사다..라떼는말야  어제같이 떨어지면,35
ㅇㅇ,2022-01-14 13:43:54,이번년도 수익률 8퍼미만은 아갈딱해라,68
ㅇㅇ,2022-01-14 13:43:27,시발 오늘 나스닥 상폐냐?,31
ㅇㅇ,2022-01-14 13:43:27,연준새끼들 진짜 개더러운 씹새끼들이네 좆같네,148
ㅇㅇ,2022-01-14 13:43:25,어제 누가 매도친지 모르겠는데 간과한점,53
ㅇㅇ,2022-01-14 13:42:22,나선 많이 올라라 ㅋㅋ그래야 숏 자리 좋게 잡음 ㅋㅋㅋㅋ,38
ㅇㅇ,2022-01-14 13:42:16,오늘 금리 0.25 올랐는데 영끌충들 아직 ㄱㅊ?,87
ㅇㅇ,2022-01-14 13:58:59,니네는 주식내용으로 스팸문자 안오냐 ㅡㅡ,52
델리알리,2022-01-14 13:58:38,씨웹은 2021년의 솔라나와 같다,42
ㅇㅇ,2022-01-14 13:58:36,작년 2월장 리플레이하먄 좋겠다,29
중국몽,2022-01-14 13:58:12,아 씨발 계좌도 좆같은데 섹스하고싶네,123
ㅇㅇ,2022-01-14 13:58:11,씨웹 얘기하는 애들 = 중국인,16
ㅇㅇ,2022-01-14 13:57:55,셀트리온 시발ㅋㅋㅋ-9%ㅋㅋㅋㅋㅋㅋㅋㅋ,100
ㅇㅇ,2022-01-14 13:57:50,이런 예쁜 마누라 있으면 퇴근시간 몇시냐 ? ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,84
ㅇㅇ,2022-01-14 13:57:16,자영업자 태세전환이 역겨운 점.txt,145
ㅇㅇ,2022-01-14 13:56:51,내 포트폴리오 정도면 ㅅㅌㅊ?,82
ㅇㅇ,2022-01-14 13:56:33,지금 당장 좆같더라도 국장은 가는 게 아님 ㅋㅋㅋ,31
Boeing.Co,2022-01-14 13:00:09,진지하게 MAG 손절하는놈은 접어야지,50
ㅇㅇ,2022-01-14 14:47:19,티큐 90층인데 오히려 푸근하다,81
ㅇㅇ,2022-01-14 14:47:06,인터넷에선 레버리지 성공한사람들만 글씀,67
수키시발,2022-01-14 14:46:09,갑자기 기분좋아짐,42
ㅇㅇ,2022-01-14 14:45:20,Tqqq  진짜 무지성매수 많네,196
ㅇㅇ,2022-01-14 14:45:04,셀트리온 전통의 씹스캠 아님?,36
ㅇㅇ,2022-01-14 14:44:13,현재까지 60만 손해본 주린이 미국장 뛰어들생각인데,107
ㅇㅇ,2022-01-14 14:34:02,연어마냥 루시드 매출이 3억인가?ㅋㅋㅋㅋㅋㅋㅋ,28
ㅇㅇ,2022-01-14 14:34:00,미국주식시장은 이제 시장이 아니라니깐 그러내 ㅋㅋ,42
차이나남바완,2022-01-14 14:33:58,씨웹 처럼 와리가리 ㅈㄴ 치는 주식 봤냐,17
ㅇㅇ,2022-01-14 14:33:25,테슬람들  다 어디감?? ,46
ㅇㅇ,2022-01-14 14:32:45,무조건오른다가 왜 틀린거임?,32
ㅇㅇ,2022-01-14 14:32:33,연어 씨발ㅋㅋㅋㅋㅋㅋ,160
ㅇㅇ,2022-01-14 14:32:19,반도체충들 나대더니 입ㅡㅡㅡ꾹ㅡㅡㅡ닫,24
ㅇㅇ,2022-01-14 14:31:45,알갤 보따리 경쟁 심해서 못하는줄 알았는데 아닌가보네,28
ㅇㅇ,2022-01-14 14:31:37,무조건 오른다 = 능지처참 정신병자,17
ㅇㅇ,2022-01-14 13:13:14,lg에솔 얼마나 태울거냐,163
ㅇㅇ,2022-01-14 13:13:01,근데 그 씨발년 왜나댄거냐,100
아빠,2022-01-14 13:12:57,우리애한테.미안하다...올해 벌써 마이너스임,157
ㅇㅇ,2022-01-14 13:12:43,어제 종가에 매수 안한 놈들은 그냥,137
3X_Leveraged,2022-01-14 13:12:42,나스닥 125일 선 믿어본다...,160
ㅇㅇ,2022-01-14 13:12:32,실제로 나스닥 마삼뜨면 최소 1달은 빠지더라,91
ㅇㅇ,2022-01-14 13:12:31,금리올리면 물가오르지않나요?,31
ㅇㅇ,2022-01-14 13:12:30,내가 30대 모솔 좆소충이여도 외롭지 않은 이유,78
ㅇㅇ,2022-01-14 13:11:24,근데 금리올리면 물가 잡힘 ㅇㅇ 존나 잘잡힘 ㅇㅇ,115
ㅇㅇ,2022-01-14 13:11:19,낸시 근래에 숏으로 돈존나게벌었을듯,39
ㅇㅇ,2022-01-14 13:26:15,브레이너드 할카스련 입좀 누가 꿰매라,27
ㅇㅇ,2022-01-14 13:25:40,작년까지만 해도,22
ㅇㅇ,2022-01-14 13:25:34,나스닥 12000까지 뚫려있다고 본다,59
ㅇㅇ,2022-01-14 13:25:31,속쓸 정찰병 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ,127
좆소대표,2022-01-14 13:25:25,방금전에 회사로 보험팔이가 아버지찾아옴,166
ㅇㅇ,2022-01-14 13:25:25,나선 미장열리지도않았능데 무빙 또라이급이네,66
ㅇㅇ,2022-01-14 13:24:59,인플레 잡겠다고 금리 파아악 올리면 어케됨??,62
ㅇㅇ,2022-01-14 13:24:43,그래서 오늘은 오르지?,23
ㅇㅇ,2022-01-14 13:24:20,오늘은 떡상각임,102
ㅇㅇ,2022-01-14 13:24:12,올해 좀 떡락했으면 좋겠다,21
노무횬,2022-01-14 13:24:07,앞으로 시나리오  오늘 음봉박고,28
ㅇㅇ,2022-01-14 12:36:34,bst 특별배당 왜안들어옴?,31
ㅇㅇ,2022-01-14 12:36:23,어제 내리꽂은 이유가 브레이너드 때문이네,95
ㅇㅇ,2022-01-14 12:36:10,확신있으면 대출해서 추매해 븅신들아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,43
닷컴버블,2022-01-14 12:35:49,나스닥 4천이 적당하다봄,62
ㅇㅇ,2022-01-14 12:35:25,어제 티큐 74에 loc 걸어놓고 쳐자러갔다가,84
ㅇㅇ,2022-01-14 12:35:22,와 씨웹 주주있냐,70
ㅇㅇ,2022-01-14 12:34:56,뱅브로 떴다,211
ㅇㅇ,2022-01-14 12:34:40,씨웹은 지금 오른상태임,82
ㅇㅇ,2022-01-14 12:34:36,한국 이커머스 시장은 사실상 cj택배에 달렸음,104
ㅇㅇ,2022-01-14 12:34:33,나 마소 평단 331.9 임,79
ㅇㅇ,2022-01-14 12:53:06,예전부터 말하지만 중국은 가라앉는 타이타닉이다,55
ㅇㅇ,2022-01-14 12:52:59,떨어져도 걱정없다이기,46
ㅇㅇ,2022-01-14 12:52:11,타이슨은 말했다.,57
ㅇㅇ,2022-01-14 12:52:10,마소 손절하는 생끼는 주식 접어라,125
ㅇㅇ,2022-01-14 12:52:09,진짜 끝물이구나 마소 가지고 무서워서 징징거리네,84
인텔빠,2022-01-14 12:51:53,코스피 빠지는거 너무재밌어 ㅋㅋㅋㅋㅋ,31
ㅇㅅㅇ,2022-01-14 12:51:39,바재앙 문제는 갱제라고,17
ㅇㅇ,2022-01-14 12:51:38,씨웹은 단타용인거 몰랐던거야?,71
ㅇㅇ,2022-01-14 12:51:33,계좌에 -50퍼찍히니깐,89
zz1zz22,2022-01-14 12:51:27,머 어린데 24년까지 뻐기지뭐,32
ㅇㅇ,2022-01-14 13:42:11,아아 어제는 건강한 조정이었나,37
ㅇㅇ,2022-01-14 13:41:52,"근데 나스닥 16,000포인트는 실제가치가 얼마임?",101
ㅇㅇ,2022-01-14 13:41:38,내 계좌 녹아도 씨웹 마11 찍혔으면 승리한 거다,33
ㅇㅇ,2022-01-14 13:40:55,어제 마소 새벽,52
ㅇㅇ,2022-01-14 13:40:44,나선 개떡상이라고 해서 봤는데,313
노무횬,2022-01-14 13:40:40,조정 10~20%가  씹소리인 이유,214
ㅇㅇ,2022-01-14 13:40:31,슬슬 추매하면 딱좋을 타이밍이네,68
ㅇㅇ,2022-01-14 13:40:26,"소파이, 아이온큐, 팔란티어같은 개잡주 주주들 다 사라졌누 ㅋㅋㅋ",62
태수토스테론,2022-01-14 13:39:10,혼란한장에 최강의 방어주를 알아보자,168
숏케이크,2022-01-14 13:38:37,빚투 자체가 그닥 현명한 짓은 아닌데,148
3X_Leveraged,2022-01-14 13:38:36,우리나라는 오늘 금리 인상 했네,196
ㅇㅇ,2022-01-14 13:56:18,국장 개같이 쳐맞네,21
ㅇㅇ,2022-01-14 13:55:45,팩트는 아직도 돈은 계속 풀리고 잇다 ㅇㅇ,54
ㅇㅇ,2022-01-14 13:55:41,핑구 32불 쏙쓸 58불 티큐 67불,35
노무횬,2022-01-14 13:55:41,현금관망충과 숏충이들에게 찐바닥알려줌,82
ㅇㅇ,2022-01-14 13:00:09,이번 어닝때 어닝 서프 랠리는 사실상 확정아니냐???,67
ㅇㅇ,2022-01-14 12:59:46,속슬 69에 산애들 지금 -13퍼 ㅋㅋㅋㅋㅋ,66
ㅇㅇ,2022-01-14 12:59:17,사이버 트럭 (유아용)=12020도지 ,41
ㅇㅇ,2022-01-14 12:59:04,Qld 있는데 빅테크 사는 이유가 대체 뭐야??,180
Boeing.Co,2022-01-14 12:59:01,자동차 미래준비지표에서 테슬라가 가장 앞서있다,75
ㅇㅇ,2022-01-14 12:58:41,"""어닝까지만 발라먹고 빼야지~""",155
노무횬,2022-01-14 12:58:40,폭락장 존나행복하다 ㅋㅋㅋㅋ,63
ㅇㅇ,2022-01-14 12:58:23,나스닥 반토막 이런건 개소리고 20퍼 조정은 월가컨센맞다,79
ㅇㅇ,2022-01-14 12:58:23,월가 컨센을 왜 믿어,46
ㅇㅇ,2022-01-14 12:58:16,너네 주식살때 지정가주문하냐 시장가주문하냐,105
ㅇㅇ,2022-01-14 12:58:01,공탐지수봐라 ㅆㅂ 아직도 갤에 환희가 가득하다,85
ㅇㅇ,2022-01-14 14:43:16,속슬 펜트하우스 입주자 어제 6% 손절했는데,160
지옥교주,2022-01-14 14:42:49,나스닥한테 사과 받아야겠다,112
ㅇㅇ,2022-01-14 14:42:14,작년2월에는 꿈만있는개잡주들죽이고 이번겨울에는 실적있는성장주들도죽음,80
짬뽕매니아,2022-01-14 14:31:20,웧요일 휴장 = 떡락,31
ㅇㅇ,2022-01-14 14:31:13,디씨가 원래 남까고노는거지 라는 애들 특,49
ㅇㅇ,2022-01-14 14:31:11,지하철 민영화는 하면안됨,25
ㅇㅇ,2022-01-14 14:31:08,연어 이항 보고도몰라?,74
ㅇㅇ,2022-01-14 14:30:49,해외주식갤은 저평가 가치주얘기하는곳임?,49
ㅇㅇ,2022-01-14 14:30:42,다들 떡락거리는거 보니깐,78
ㅇㅇ,2022-01-14 14:30:29,작년 핫했던 중소형주들 지금 싹다 최소 반토막 아니냐?,71
ㅇㅇ,2022-01-14 14:30:23,야 이런 좆밥포르쉐도 포르쉐로 쳐주는거임?,133
ㅇㅇ,2022-01-14 13:09:43,이제 적립식 매수 안함,136
ㅇㅇ,2022-01-14 13:09:36,금리 올린다고 물가가잡히냐? 워드코로나하고 항구나 열고,80
ㅇㅇ,2022-01-14 13:09:21,하 자살마렵네,259
ㅇㅇ,2022-01-14 13:09:18,솔직히 기관들 맘이니까 예측하지 말자...,43
ㅇㅇ,2022-01-14 13:09:17,당분간 미주갤 안오기로함,38
ㅇㅇ,2022-01-14 13:09:07,아이 씨팔 대낮부터 기분 좆같게...,131
ㅇㅇ,2022-01-14 13:08:22,위불 빨강색이 내려간거 맞지?,18
ㅇㅇ,2022-01-14 13:07:51,이번하락장때 테슬라 snp에서 퇴출예정 ㅋㅋㅋㅋ,108
ㅇㅇ,2022-01-14 13:23:56,브레이너드 존나이쁘네 썅년,78
ㅇㅇ,2022-01-14 13:23:51,대출받아서 매수한건데 씨발ㅋㅋ,200
ㅇㅇ,2022-01-14 13:23:04,나선 개같이 상승 ㅋㅋㅋㅋㅋㅋ,122
ㅇㅇ,2022-01-14 13:23:04,미국주식으로 10배 버는게 쉬운줄아나,44
ㅇㅇ,2022-01-14 13:22:49,금리랑 긴축 씹을만한 호재,45
ㅇㅇ,2022-01-14 13:22:47,차트보는게  의미있음? 외부 시황에 걍 존나 흔들리는데,18
ㅇㅇ,2022-01-14 13:22:41,올해는 그냥 관망만해,100
ㅇㅇ,2022-01-14 13:22:32,브레이너드랑 파월 이부남매인 거 앎?,75
ㅇㅇ,2022-01-14 12:34:30,오늘은 오르기야 할듯,32
ㅇㅇ,2022-01-14 12:34:23,계단식 하락할 땐 계단식 추매하면 된다,41
기도매매,2022-01-14 12:34:08,폐지나 주울꽈~~,47
ㅇㅇ,2022-01-14 12:33:43,테슬라 속보) 사이버트럭 23년으로 연기,196
ㅁㅅㅁ,2022-01-14 12:33:35,한국 기준금리 올렸네? ,81
ㅇㅇ,2022-01-14 12:33:25,솔직히 어제 같이 떨어지는게 니들 수준에서 ㅅㅌㅊ임,94
ㅇㅇ,2022-01-14 12:33:11,어제 피곤해서 잤다가 점심먹고 지금 보니까 이거 뭐냐?,24
ㅇㅇ,2022-01-14 12:32:45,asml 어제 ㅋㅋ 얼마나 떨군거냐,92
ㅇㅇ,2022-01-14 12:51:15,다시 다 털고 새로가자,18
ㅇㅇ,2022-01-14 12:51:06,원래 어닝 하루전에 주가가 오르고 어닝 하는 날 빠짐?,70
ㅇㅇ,2022-01-14 12:50:48,겁쟁이 추매했엉~,68
ㅇㅇ,2022-01-14 13:38:29,나선 개떡상 하네 ㅋㅋㅋ,146
ㅇㅇ,2022-01-14 13:38:11,오늘도 곰탕이라고 생각할 저능아들이 많네,120
ㅇㅇ,2022-01-14 13:37:17,2016년에 나스닥 4천이였음,83
노무횬,2022-01-14 13:37:02,조센징들이 무슨 자신감으로 HOLD ?,50
ㅇㅇ,2022-01-14 13:36:49,오늘도 대곰탕인거 알제?,23
ㅇㅇ,2022-01-14 13:36:28,내가 아끼는 짤 뿌린다,129
숏케이크,2022-01-14 12:57:44,국장 빠져도 오히려 벌었엉,23
ㅇㅇ,2022-01-14 12:56:53,CNBC 블룸버그 봐도 나스닥 20퍼 조정은 기정사실,144
ㅇㅇ,2022-01-14 13:07:38,엔비 평단들 적어보자 ㅇㅇ,78
ㅇㅇ,2022-01-14 13:07:35,SQQQ 하루만에 +10% 인증,194
ㅇㅇ,2022-01-14 13:22:11,브레이너드 우리 아빠랑 동갑이네 ㅋㅋㅋ,28
짬뽕매니아,2022-01-14 12:32:36,역사적으로 무지성 롱충이들이 돈 벌었다,62
ㅇㅇ,2022-01-14 12:32:06,죽고싶다고 생각할정도로 폭락할것이다,137
ㅇㅇ,2022-01-14 12:31:56,시드10프로 들어가자마자 마이너스2프로 쳐맞네,23
ㅇㅇ,2022-01-14 12:31:55,오늘 존버해야하는 이유 3가지,119
닷컴버블,2022-01-14 12:31:45,짱개식 논리로 나스닥 4천까진 간다,39
ㅇㅇ,2022-01-14 12:31:41,탈셰일 = 탈원전,19
ㅇㅇ,2022-01-14 12:31:16,뉴쥬 새 영상 떴다. 보러가라,44
ㅇㅇ,2022-01-14 12:31:14,바닥 못잡아도 발목이 어디일까 하는 애들 팁 알려줌,68
킹갓제네럴미국,2022-01-14 12:29:58,soxl 40에 애개뤼 쮀에에에엨ㅋㅋ 패닉 바잉 가즈아,26
전업투자충,2022-01-14 12:50:38,ㄷㄷㄷ 오늘밤 블랙프라이데이 초특가,92
ㅇㅇ,2022-01-14 12:50:07,cweb 산 명예콩사탕원 없제?,44
00,2022-01-14 12:49:04,마소 평탄 314에 물린 주린이입니디 ㅠㅠ,143
ㅇㅇ,2022-01-14 12:49:03,아직 나스닥에 대한 믿음이 부족하노 ㅋㅋ 너네 다팔면,68
ㅇㅇ,2022-01-14 12:48:52,하락장에서 전고점 생각하면 ㅈ된다,158
닷컴버블,2022-01-14 12:48:35,하워드 막스가 예상하는 나스닥 저점매수,64
형꼬마,2022-01-14 12:48:06,마 12 뜬 씨웹 투자자의 점심,150
ㅇㅇ,2022-01-14 12:48:05,사람들이 장투를 못하는이유,237
숏케이크,2022-01-14 12:48:00,오늘 근데 포지션 안 잡는게 낫지않나,43
ㅇㅇ,2022-01-14 12:47:57,내가 어제 숏친 이유 말해준다,139
ㅇㅇ,2022-01-14 13:35:49,노스닥 쥐좆 데드캣이나왔어요ㅋㅋㅋㅋㅋㅋ,83
ㅇㅇ,2022-01-14 12:29:51,미장 유튭 뭐 틀어놓을게 없네. 다들 오늘은 유튭을 별로 안올리네,38
ㅇㅇ,2022-01-14 12:29:39,진짜 미국 병신새끼들 맞다니까ㅋㅋㅋ,112
ㅇㅇ,2022-01-14 12:29:34,MTS중에서 시세포착? 시세감시되는거 영웅문 말고 없음?,20
ㅇㅇ,2022-01-14 12:29:31,요즘장에 불안한이유,68
바이든,2022-01-14 12:47:46,토스 맥도 이제 거래 가능이거,50
난준이,2022-01-14 12:47:25,본인 결심했다,62
지옥교주,2022-01-14 12:47:07,월요일 흑목사 하나 때문에 휴장이라구?,75
백수짭칠공,2022-01-14 12:47:00,현금관망충들 들어와봐라,121
ㅇㅇ,2022-01-14 12:46:01,오늘 기술적 반등있으니까 다들 오늘 빤스 팔아서 롱잡아라,86
_썰물,2022-01-14 12:45:54,실패한 투자자의 점심,237
ㅇㅇ,2022-01-14 12:45:53,코로나때처럼 폭락가능하냐?,114
ㅇㅇ,2022-01-14 12:45:33,이번에 실적미스나는 기술주는 죽었다생각해라,46
ㅇㅇ,2022-01-14 12:45:32,브레이 너드 뭐가 미시냐? 할망구인데,64
ㅇㅇ,2022-01-14 12:45:14,오늘사면 무릎정돈 된다고본다 오늘 추매한다,72
00,2022-01-14 12:44:47,반도체 AI 장투때 참조,90
ㅇㅇ,2022-01-14 12:44:39,아마존은 1년내내 횡보만하네ㅋㅋㅋㅋ,99
